dic-16,ene-17,feb-17,mar-17,abr-17,may-17,jun-17,jul-17,ago-17,sep-17,oct-17,nov-17,dic-17,ene-18,feb-18,mar-18,abr-18,may-18,jun-18,jul-18,ago-18,sep-18,oct-18,nov-18,dic-18,ene-19,feb-19,mar-19,abr-19,may-19,jun-19,jul-19,ago-19,sep-19,oct-19,nov-19,dic-19,ene-20,feb-20,mar-20,abr-20,may-20,jun-20,jul-20,ago-20,sep-20,oct-20,nov-20,dic-20,ene-21,feb-21,mar-21,abr-21,may-21,jun-21,jul-21,ago-21,sep-21,oct-21,nov-21,dic-21,ene-22,feb-22,mar-22,abr-22,may-22,jun-22,jul-22,ago-22,sep-22,oct-22,nov-22,dic-22,ene-23,feb-23,mar-23,abr-23,may-23,jun-23,jul-23,ago-23,sep-23,oct-23,nov-23,dic-23,ene-24,feb-24,mar-24,abr-24,may-24,jun-24,jul-24,ago-24,sep-24,oct-24,nov-24,dic-24,ene-25,feb-25,mar-25,abr-25,may-25,jun-25,jul-25,ago-25,sep-25,oct-25,nov-25,dic-25,ene-26,feb-26,mar-26
100.0,101.5859,103.6859,106.1476,108.9667,110.5301,111.8477,113.7852,115.3819,117.5719,119.3528,120.994,124.7956,126.9887,130.0606,133.1054,136.7512,139.5893,144.8053,149.2966,155.1034,165.2383,174.1473,179.6388,184.2552,189.6101,196.7501,205.9571,213.0517,219.5691,225.537,230.494,239.6077,253.7102,262.0661,273.2158,283.4442,289.8299,295.666,305.5515,310.1243,314.9087,321.9738,328.2014,337.0632,346.6207,359.657,371.0211,385.8826,401.5071,415.8595,435.8657,453.6503,468.725,483.6049,498.0987,510.3942,528.4968,547.0802,560.9184,582.4575,605.0317,633.4341,676.0566,716.9399,753.147,793.0278,851.761,911.1316,967.3076,1028.706,1079.2787,1134.5875,1202.979,1282.7091,1381.1601,1497.2147,1613.5895,1709.6115,1818.0838,2044.2832,2304.9242,2496.273,2816.0628,3533.1922,4261.5324,4825.7881,5357.0929,5830.2271,6073.7165,6351.7145,6607.7479,6883.4412,7122.2421,7313.9542,7491.4314,7694.0075,7864.1257,8052.9927,8353.3158,8585.6078,8714.4871,8855.5681,9023.973,9193.2441,9384.0922,9603.8623,9841.3581,10121.3715,10413.0309,10714.6255,11077.0608
